puhoc ,prefLabel ,ysoLinkLab ,ysoBroaderLab 
http://www.yso.fi/onto/puho/ph427 ,virologia ,mikrobiologia ,järjestelmät 
http://www.yso.fi/onto/puho/ph427 ,virologia ,mikrobiologia ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph429 ,virtuaalitodellisuus ,todellisuus ,järjestelmät 
http://www.yso.fi/onto/puho/ph433 ,rintamakarkuruus ,sotilaskarkuruus ,oikeudelliset tapahtumat 
http://www.yso.fi/onto/puho/ph433 ,rintamakarkuruus ,sotilaskarkuruus ,rikokset 
http://www.yso.fi/onto/puho/ph433 ,rintamakarkuruus ,sotilaskarkuruus ,tapahtumat 
http://www.yso.fi/onto/puho/ph433 ,rintamakarkuruus ,sotilaskarkuruus ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph433 ,rintamakarkuruus ,sotilaskarkuruus ,yhteiskunnalliset tapahtumat 
http://www.yso.fi/onto/puho/ph434 ,sotilasrikokset ,rikokset ,oikeudelliset tapahtumat 
http://www.yso.fi/onto/puho/ph434 ,sotilasrikokset ,rikokset ,yhteiskunnalliset tapahtumat 
http://www.yso.fi/onto/puho/ph435 ,sotilaskarkuruus ,yhteiskunnalliset ilmiöt ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph437 ,työturvallisuus ,turvallisuus ,mentaaliset ominaisuudet 
http://www.yso.fi/onto/puho/ph437 ,työturvallisuus ,turvallisuus ,yhteiskunnalliset ominaisuudet 
http://www.yso.fi/onto/puho/ph445 ,tietotekniikka ,tieto- ja viestintätekniikka ,järjestelmät 
http://www.yso.fi/onto/puho/ph445 ,tietotekniikka ,tieto- ja viestintätekniikka ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph45 ,heraldiikka ,tieteet (erikoisalat) ,järjestelmät 
http://www.yso.fi/onto/puho/ph45 ,heraldiikka ,tieteet (erikoisalat) ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph454 ,aseidenriisunta ,omistuksen siirtäminen ,keskinäinen toiminta 
http://www.yso.fi/onto/puho/ph457 ,asevarustelu ,omistuksen siirtäminen ,keskinäinen toiminta 
http://www.yso.fi/onto/puho/ph468 ,mellakantorjunta ,yleinen järjestys ,olosuhteet 
http://www.yso.fi/onto/puho/ph468 ,mellakantorjunta ,yleinen järjestys ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph472 ,terrorismi ,yhteiskunnalliset ilmiöt ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph474 ,kansainvälinen rikollisuus ,rikollisuus ,abstraktit objektit 
http://www.yso.fi/onto/puho/ph475 ,pakolaisongelma ,ongelmat ,abstraktit objektit 
http://www.yso.fi/onto/puho/ph480 ,julkiset hankinnat ,hankinta ,keskinäinen toiminta 
http://www.yso.fi/onto/puho/ph482 ,kartografia ,tieteet (erikoisalat) ,järjestelmät 
http://www.yso.fi/onto/puho/ph482 ,kartografia ,tieteet (erikoisalat) ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph511 ,liikenneturvallisuus ,turvallisuus ,mentaaliset ominaisuudet 
http://www.yso.fi/onto/puho/ph511 ,liikenneturvallisuus ,turvallisuus ,yhteiskunnalliset ominaisuudet 
http://www.yso.fi/onto/puho/ph513 ,liikkumisvapaus ,perusoikeudet ,abstraktit objektit 
http://www.yso.fi/onto/puho/ph513 ,liikkumisvapaus ,perusoikeudet ,yhteiskunnalliset objektit 
http://www.yso.fi/onto/puho/ph52 ,lentoturvallisuus ,liikenneturvallisuus ,mentaaliset ominaisuudet 
http://www.yso.fi/onto/puho/ph52 ,lentoturvallisuus ,liikenneturvallisuus ,yhteiskunnalliset ominaisuudet 
http://www.yso.fi/onto/puho/ph546 ,mikroaallot ,sähkömagneettinen säteily ,fysikaaliset tapahtumat 
http://www.yso.fi/onto/puho/ph546 ,mikroaallot ,sähkömagneettinen säteily ,tapahtumat 
http://www.yso.fi/onto/puho/ph546 ,mikroaallot ,sähkömagneettinen säteily ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph559 ,henkilöstösuunnittelu ,henkilöstöhallinto ,järjestelmät 
http://www.yso.fi/onto/puho/ph559 ,henkilöstösuunnittelu ,henkilöstöhallinto ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph560 ,palkkaus ,yhteiskunnalliset ilmiöt ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph564 ,tietohallinto ,hallinto ,järjestelmät 
http://www.yso.fi/onto/puho/ph564 ,tietohallinto ,hallinto ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph573 ,sotaoikeus ,oikeus (oikeudenala) ,järjestelmät 
http://www.yso.fi/onto/puho/ph573 ,sotaoikeus ,oikeus (oikeudenala) ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph580 ,kuumuus ,fysikaaliset ilmiöt ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph609 ,laatupalkinnot ,palkinnot ,abstraktit objektit 
http://www.yso.fi/onto/puho/ph609 ,laatupalkinnot ,palkinnot ,yhteiskunnalliset objektit 
http://www.yso.fi/onto/puho/ph619 ,sopimusoikeus ,velvoiteoikeus ,järjestelmät 
http://www.yso.fi/onto/puho/ph619 ,sopimusoikeus ,velvoiteoikeus ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph621 ,koulutushaarat ,yhteiskunnalliset ilmiöt ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph622 ,elektroniikka ,sähkötekniikka ,järjestelmät 
http://www.yso.fi/onto/puho/ph622 ,elektroniikka ,sähkötekniikka ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph653 ,lujuusoppi ,tieteet (erikoisalat) ,järjestelmät 
http://www.yso.fi/onto/puho/ph653 ,lujuusoppi ,tieteet (erikoisalat) ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph678 ,maantiede ,geotieteet ,järjestelmät 
http://www.yso.fi/onto/puho/ph678 ,maantiede ,geotieteet ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph70 ,ulkopolitiikka ,politiikka ,järjestelmät 
http://www.yso.fi/onto/puho/ph70 ,ulkopolitiikka ,politiikka ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph759 ,ballistiikka ,dynamiikka ,järjestelmät 
http://www.yso.fi/onto/puho/ph759 ,ballistiikka ,dynamiikka ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph791 ,vientiluvat ,luvat ,abstraktit objektit 
http://www.yso.fi/onto/puho/ph791 ,vientiluvat ,luvat ,yhteiskunnalliset objektit 
http://www.yso.fi/onto/puho/ph810 ,mielenterveyshäiriöt ,taudit ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph812 ,neuroosit ,mielenterveyshäiriöt ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph813 ,psykoosit ,mielenterveyshäiriöt ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph826 ,termodynamiikka ,lämpöoppi ,järjestelmät 
http://www.yso.fi/onto/puho/ph826 ,termodynamiikka ,lämpöoppi ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph842 ,sotilaskuri ,kuri ,abstraktit objektit 
http://www.yso.fi/onto/puho/ph842 ,sotilaskuri ,kuri ,yhteiskunnalliset objektit 
http://www.yso.fi/onto/puho/ph851 ,asevelvollisuus ,kansalaisvelvollisuudet ,abstraktit objektit 
http://www.yso.fi/onto/puho/ph851 ,asevelvollisuus ,kansalaisvelvollisuudet ,yhteiskunnalliset objektit 
http://www.yso.fi/onto/puho/ph864 ,avaruustekniikka ,tekniikka (tieteet) ,järjestelmät 
http://www.yso.fi/onto/puho/ph864 ,avaruustekniikka ,tekniikka (tieteet) ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph87 ,pyrotekniikka ,tekniikka (tieteet) ,järjestelmät 
http://www.yso.fi/onto/puho/ph87 ,pyrotekniikka ,tekniikka (tieteet) ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph902 ,kuri ,yhteiskunnalliset ilmiöt ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph904 ,näkyvä valo ,sähkömagneettinen säteily ,fysikaaliset tapahtumat 
http://www.yso.fi/onto/puho/ph904 ,näkyvä valo ,sähkömagneettinen säteily ,tapahtumat 
http://www.yso.fi/onto/puho/ph904 ,näkyvä valo ,sähkömagneettinen säteily ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph910 ,rauhankumppanuus ,suhteet ,ominaisuudet 
http://www.yso.fi/onto/puho/ph923 ,turvallisuuspolitiikka ,politiikka ,järjestelmät 
http://www.yso.fi/onto/puho/ph923 ,turvallisuuspolitiikka ,politiikka ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph924 ,puolustuspolitiikka ,politiikka ,järjestelmät 
http://www.yso.fi/onto/puho/ph924 ,puolustuspolitiikka ,politiikka ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph925 ,maanpuolustustahto ,yhteiskunnalliset ilmiöt ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph926 ,stressi ,biologiset ilmiöt ,tapahtumat ja toiminta 
http://www.yso.fi/onto/puho/ph942 ,ihmisoikeudet ,oikeudet (edut) ,abstraktit objektit 
http://www.yso.fi/onto/puho/ph942 ,ihmisoikeudet ,oikeudet (edut) ,yhteiskunnalliset objektit 
http://www.yso.fi/onto/puho/ph945 ,ideologiat ,aatteet ,abstraktit objektit 
http://www.yso.fi/onto/puho/ph945 ,ideologiat ,aatteet ,kulttuuriset objektit 
http://www.yso.fi/onto/puho/ph947 ,aseleponeuvottelut ,neuvottelut ,yhteiskunnalliset tapahtumat 
http://www.yso.fi/onto/puho/ph975 ,merigeologia ,geologia ,järjestelmät 
http://www.yso.fi/onto/puho/ph975 ,merigeologia ,geologia ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph976 ,geologia ,geotieteet ,järjestelmät 
http://www.yso.fi/onto/puho/ph976 ,geologia ,geotieteet ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph977 ,geopolitiikka ,poliittinen maantiede ,järjestelmät 
http://www.yso.fi/onto/puho/ph977 ,geopolitiikka ,poliittinen maantiede ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph978 ,kansainvälinen politiikka ,politiikka ,järjestelmät 
http://www.yso.fi/onto/puho/ph978 ,kansainvälinen politiikka ,politiikka ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph979 ,poliittinen maantiede ,kulttuurimaantiede ,järjestelmät 
http://www.yso.fi/onto/puho/ph979 ,poliittinen maantiede ,kulttuurimaantiede ,yhteiskunnalliset järjestelmät 
http://www.yso.fi/onto/puho/ph981 ,kansainväliset suhteet ,suhteet ,ominaisuudet 
http://www.yso.fi/onto/puho/ph985 ,LVI-tekniikka ,LVIS-tekniikka ,järjestelmät 
http://www.yso.fi/onto/puho/ph985 ,LVI-tekniikka ,LVIS-tekniikka ,yhteiskunnalliset järjestelmät 
puhoc ,prefLabel ,samenew ,sameold 
http://www.yso.fi/onto/puho/ph0 ,kokoonpano ,http://www.yso.fi/onto/yso/p14500 ,http://www.yso.fi/onto/yso/p14500 
http://www.yso.fi/onto/puho/ph101 ,taktiikka ,http://www.yso.fi/onto/yso/p4631 ,http://www.yso.fi/onto/yso/p4631 
http://www.yso.fi/onto/puho/ph1016 ,kapinat ,http://www.yso.fi/onto/yso/p9852 ,http://www.yso.fi/onto/yso/p9852 
http://www.yso.fi/onto/puho/ph1031 ,museotoimi ,http://www.yso.fi/onto/yso/p13978 ,http://www.yso.fi/onto/yso/p13978 
http://www.yso.fi/onto/puho/ph1091 ,tutkijakoulutus ,http://www.yso.fi/onto/yso/p11515 ,http://www.yso.fi/onto/yso/p11515 
http://www.yso.fi/onto/puho/ph1106 ,hyrrät ,http://www.yso.fi/onto/yso/p24197 ,http://www.yso.fi/onto/yso/p24197 
http://www.yso.fi/onto/puho/ph115 ,sillanrakennus ,http://www.yso.fi/onto/yso/p15307 ,http://www.yso.fi/onto/yso/p15307 
http://www.yso.fi/onto/puho/ph1196 ,häirintä ,http://www.yso.fi/onto/yso/p11442 ,http://www.yso.fi/onto/yso/p11442 
http://www.yso.fi/onto/puho/ph1274 ,perustaminen ,http://www.yso.fi/onto/yso/p11600 ,http://www.yso.fi/onto/yso/p11600 
http://www.yso.fi/onto/puho/ph1457 ,puolustus ,http://www.yso.fi/onto/yso/p4552 ,http://www.yso.fi/onto/yso/p4552 
http://www.yso.fi/onto/puho/ph1490 ,todentaminen ,http://www.yso.fi/onto/yso/p24130 ,http://www.yso.fi/onto/yso/p24130 
http://www.yso.fi/onto/puho/ph1496 ,syvyys ,http://www.yso.fi/onto/yso/p12459 ,http://www.yso.fi/onto/yso/p12459 
http://www.yso.fi/onto/puho/ph1512 ,koululaivat ,http://www.yso.fi/onto/yso/p19274 ,http://www.yso.fi/onto/yso/p19274 
http://www.yso.fi/onto/puho/ph1535 ,hyökkäys ,http://www.yso.fi/onto/yso/p45 ,http://www.yso.fi/onto/yso/p45 
http://www.yso.fi/onto/puho/ph1567 ,johtajakoulutus ,http://www.yso.fi/onto/yso/p13582 ,http://www.yso.fi/onto/yso/p13582 
http://www.yso.fi/onto/puho/ph1580 ,katamaraanit ,http://www.yso.fi/onto/yso/p25998 ,http://www.yso.fi/onto/yso/p25998 
http://www.yso.fi/onto/puho/ph1621 ,kosketus ,http://www.yso.fi/onto/yso/p1964 ,http://www.yso.fi/onto/yso/p1964 
http://www.yso.fi/onto/puho/ph164 ,operaatiot ,http://www.yso.fi/onto/yso/p25097 ,http://www.yso.fi/onto/yso/p25097 
http://www.yso.fi/onto/puho/ph1672 ,rakenteet ,http://www.yso.fi/onto/yso/p994 ,http://www.yso.fi/onto/yso/p994 
http://www.yso.fi/onto/puho/ph1709 ,toksiinit ,http://www.yso.fi/onto/yso/p10863 ,http://www.yso.fi/onto/yso/p10863 
http://www.yso.fi/onto/puho/ph1724 ,suojautuminen ,http://www.yso.fi/onto/yso/p19440 ,http://www.yso.fi/onto/yso/p19440 
http://www.yso.fi/onto/puho/ph1938 ,pesulat ,http://www.yso.fi/onto/yso/p4232 ,http://www.yso.fi/onto/yso/p4232 
http://www.yso.fi/onto/puho/ph1965 ,yhtymät ,http://www.yso.fi/onto/yso/p3772 ,http://www.yso.fi/onto/yso/p3772 
http://www.yso.fi/onto/puho/ph262 ,eheys ,http://www.yso.fi/onto/yso/p24123 ,http://www.yso.fi/onto/yso/p24123 
http://www.yso.fi/onto/puho/ph326 ,rauha ,http://www.yso.fi/onto/yso/p7957 ,http://www.yso.fi/onto/yso/p7957 
http://www.yso.fi/onto/puho/ph346 ,sorto ,http://www.yso.fi/onto/yso/p6304 ,http://www.yso.fi/onto/yso/p6304 
http://www.yso.fi/onto/puho/ph348 ,joukkotuho ,http://www.yso.fi/onto/yso/p4075 ,http://www.yso.fi/onto/yso/p4075 
http://www.yso.fi/onto/puho/ph36 ,vastaanottimet ,http://www.yso.fi/onto/yso/p23987 ,http://www.yso.fi/onto/yso/p23987 
http://www.yso.fi/onto/puho/ph419 ,ryhmät ,http://www.yso.fi/onto/yso/p1127 ,http://www.yso.fi/onto/yso/p1127 
http://www.yso.fi/onto/puho/ph464 ,saarto ,http://www.yso.fi/onto/yso/p3852 ,http://www.yso.fi/onto/yso/p3852 
http://www.yso.fi/onto/puho/ph48 ,lennokit ,http://www.yso.fi/onto/yso/p8578 ,http://www.yso.fi/onto/yso/p8578 
http://www.yso.fi/onto/puho/ph483 ,syövyttävät aineet ,http://www.yso.fi/onto/yso/p5094 ,http://www.yso.fi/onto/yso/p5094 
http://www.yso.fi/onto/puho/ph505 ,liikuntakasvatus ,http://www.yso.fi/onto/yso/p15764 ,http://www.yso.fi/onto/yso/p15764 
http://www.yso.fi/onto/puho/ph514 ,liikkuvuus ,http://www.yso.fi/onto/yso/p252 ,http://www.yso.fi/onto/yso/p252 
http://www.yso.fi/onto/puho/ph515 ,tienrakennus ,http://www.yso.fi/onto/yso/p6522 ,http://www.yso.fi/onto/yso/p6522 
http://www.yso.fi/onto/puho/ph542 ,harhauttaminen ,http://www.yso.fi/onto/yso/p22925 ,http://www.yso.fi/onto/yso/p22925 
http://www.yso.fi/onto/puho/ph571 ,tilannekuva ,http://www.yso.fi/onto/yso/p25187 ,http://www.yso.fi/onto/yso/p25187 
http://www.yso.fi/onto/puho/ph633 ,naamiointi ,http://www.yso.fi/onto/yso/p30 ,http://www.yso.fi/onto/yso/p30 
http://www.yso.fi/onto/puho/ph654 ,naisjärjestöt ,http://www.yso.fi/onto/yso/p5114 ,http://www.yso.fi/onto/yso/p5114 
http://www.yso.fi/onto/puho/ph657 ,logistiikka ,http://www.yso.fi/onto/yso/p9140 ,http://www.yso.fi/onto/yso/p9140 
http://www.yso.fi/onto/puho/ph783 ,kodinturvajoukot ,http://www.yso.fi/onto/yso/p25184 ,http://www.yso.fi/onto/yso/p25184 
http://www.yso.fi/onto/puho/ph8 ,kokonaismaanpuolustus ,http://www.yso.fi/onto/yso/p24532 ,http://www.yso.fi/onto/yso/p24532 
http://www.yso.fi/onto/puho/ph85 ,soihdut ,http://www.yso.fi/onto/yso/p26055 ,http://www.yso.fi/onto/yso/p26055 
http://www.yso.fi/onto/puho/ph899 ,vyöt ,http://www.yso.fi/onto/yso/p19474 ,http://www.yso.fi/onto/yso/p19474 
http://www.yso.fi/onto/puho/ph938 ,hävittäminen ,http://www.yso.fi/onto/yso/p19462 ,http://www.yso.fi/onto/yso/p19462 
http://www.yso.fi/onto/puho/ph96 ,marssit ,http://www.yso.fi/onto/yso/p16228 ,http://www.yso.fi/onto/yso/p16228 
